0.17091,0.77565
0.1714,0.77518
0.1715,0.77502
0.17151,0.77479
0.17131,0.7744
0.17125,0.77417
0.1712,0.77367
0.17105,0.77332
0.17066,0.77267
0.17037,0.77184
0.17016,0.77153
0.16977,0.77141
0.16951,0.77128
0.16931,0.77097
0.169,0.77031
0.16878,0.77005
0.16835,0.76967
0.16816,0.76936
0.16801,0.76892
0.16799,0.76856
0.16806,0.7676
0.16809,0.76739
0.16851,0.76621
0.16869,0.76591
0.16894,0.76579
0.16908,0.76566
0.16948,0.76511
0.16986,0.76482
0.16983,0.76447
0.16918,0.76275
0.16907,0.76203
0.16924,0.7614
0.16934,0.76148
0.16947,0.76155
0.16957,0.76155
0.16961,0.7614
0.16955,0.76119
0.16944,0.76114
0.16932,0.76114
0.16924,0.76108
0.16911,0.76078
0.16902,0.7605
0.16902,0.76024
0.16912,0.75999
0.169,0.75999
0.169,0.75985
0.16908,0.7598
0.16916,0.75972
0.16924,0.75968
0.16924,0.75954
0.16902,0.75927
0.16887,0.75879
0.16878,0.75822
0.16875,0.75766
0.16877,0.75737
0.16886,0.75682
0.16888,0.7565
0.16884,0.75627
0.16868,0.75589
0.16864,0.75556
0.16861,0.75543
0.16853,0.75525
0.16844,0.75501
0.16841,0.75471
0.16853,0.7537
0.16848,0.75307
0.16805,0.7516
0.16833,0.7512
0.16823,0.75048
0.1678,0.74928
0.16759,0.7483
0.16756,0.74797
0.16761,0.74763
0.16775,0.74742
0.16816,0.74711
0.16816,0.74697
0.16768,0.74679
0.16724,0.74628
0.16699,0.74565
0.16708,0.7451
0.16695,0.7449
0.16701,0.74477
0.16713,0.74465
0.1672,0.7445
0.16717,0.74432
0.167,0.74387
0.16697,0.74365
0.16681,0.74343
0.1665,0.7433
0.1662,0.7431
0.16613,0.74264
0.16599,0.74272
0.16593,0.74279
0.16594,0.74291
0.16601,0.74309
0.16574,0.74329
0.16547,0.74334
0.1652,0.74326
0.16494,0.74309
0.16481,0.74309
0.16472,0.74329
0.16457,0.74341
0.16421,0.74358
0.16377,0.7441
0.16367,0.74418
0.1635,0.74427
0.1631,0.74471
0.16296,0.74481
0.16277,0.74485
0.16253,0.74497
0.16231,0.74511
0.16218,0.74527
0.16206,0.7451
0.16181,0.74525
0.16149,0.74535
0.16086,0.74542
0.16053,0.74526
0.16024,0.74495
0.16004,0.74464
0.15998,0.7445
0.15947,0.74466
