0.12256,0.9044
0.12334,0.90352
0.12375,0.90328
0.12428,0.90317
0.12485,0.90318
0.12538,0.90328
0.12646,0.90372
0.12695,0.90402
0.12718,0.9041
0.12849,0.90396
0.12905,0.90416
0.13008,0.90492
0.1306,0.90514
0.13096,0.90519
0.13116,0.90544
0.13133,0.90572
0.13162,0.90588
0.1334,0.90543
0.13367,0.90527
0.13393,0.90503
0.13426,0.90455
0.13429,0.90448
0.1345,0.90441
0.13465,0.90445
0.13478,0.90451
0.13495,0.90453
0.13579,0.90422
0.13627,0.90423
0.13658,0.90413
0.13668,0.90413
0.1369,0.90425
0.13694,0.90433
0.13693,0.90446
0.13698,0.90472
0.137,0.90476
0.13736,0.90478
0.13741,0.90526
0.1376,0.90562
0.13785,0.90582
0.13909,0.9061
0.13925,0.90615
0.13938,0.90626
0.1396,0.90654
0.13961,0.9066
0.13978,0.90697
0.13981,0.90702
0.1399,0.90774
0.13991,0.90802
0.13994,0.90831
0.14007,0.90857
0.14024,0.9087
0.1406,0.90874
0.14079,0.90881
0.14156,0.90947
0.14194,0.91029
0.14189,0.91121
0.14137,0.91221
0.14096,0.91256
0.1409,0.91266
0.14098,0.91287
0.14115,0.91312
0.14149,0.91347
0.14187,0.91364
0.14263,0.91381
0.14299,0.91407
0.14385,0.9152
0.14434,0.91545
0.14454,0.91561
0.14471,0.91581
0.14482,0.91605
0.14481,0.9163
0.1447,0.91639
0.14463,0.9165
0.14477,0.91682
0.14515,0.91721
0.14562,0.91747
0.14636,0.91763
0.14659,0.91768
0.14709,0.91759
0.14733,0.91725
0.14741,0.91667
0.14742,0.91591
0.14736,0.91518
0.14707,0.91387
0.14701,0.91322
0.14708,0.91261
0.14727,0.9122
0.14759,0.91194
0.14805,0.91175
0.14853,0.91151
0.14903,0.911
0.15013,0.90936
0.1503,0.90928
0.15064,0.90916
0.15145,0.90868
0.15176,0.90867
0.15188,0.90874
0.15215,0.90898
0.15226,0.90903
0.15235,0.909
0.1524,0.90898
0.15253,0.90874
0.15267,0.90865
0.15295,0.90861
0.15348,0.90862
0.15375,0.90853
0.15419,0.90794
0.15393,0.90735
0.15343,0.90675
0.15312,0.90604
0.15306,0.90592
0.15303,0.90585
0.15333,0.90583
0.1536,0.90574
0.1546,0.9052
0.15471,0.90511
0.15483,0.90495
0.155,0.90455
0.1553,0.904
0.15545,0.90368
0.15555,0.90335
0.15557,0.90292
0.1555,0.9026
0.1554,0.90231
0.15533,0.90192
0.15603,0.90213
0.1566,0.90188
0.15712,0.90178
0.15768,0.90246
0.15811,0.90331
0.15818,0.90374
0.15798,0.90416
0.15782,0.90426
0.15744,0.90434
0.15727,0.90443
0.15711,0.90467
0.15697,0.90513
0.15678,0.90532
0.15674,0.90538
0.15673,0.90544
0.15674,0.90551
0.15678,0.90557
0.15735,0.9061
0.15704,0.90698
0.15712,0.90726
0.15756,0.90761
0.15795,0.90773
0.15811,0.90783
0.15825,0.90806
0.15831,0.90837
0.15827,0.90894
0.15834,0.90927
0.15866,0.90975
0.15993,0.91061
0.15994,0.91063
0.16007,0.91087
0.16015,0.91116
0.16024,0.91141
0.16043,0.91155
0.16064,0.91165
0.16085,0.91184
0.161,0.9121
0.16126,0.913
0.16177,0.91407
0.16188,0.91463
0.16186,0.91495
